,OTU,aldex2_diff.btw,aldex2_diff.win,aldex2_effect,aldex2_wi.ep,aldex2_wi.eBH,kingdom,phylum,class,order,family,genus,species,aldex2_positive,aldex2_negative,taxrank,test_id
6092,OTU_102,0.899475266157816,3.13021715038296,0.240374635500903,0.431796757164404,0.743495680898023,bacteria,proteobacteria,alphaproteobacteria,rhizobiales,bradyrhizobiaceae,rhodopseudomonas,rhodopseudomonas pangongensis,late C,late G,OTU,lC_vs_lG
6093,OTU_103,0.71211724315136,3.45863888850906,0.166880871317408,0.472118966817496,0.771688081375217,bacteria,bacteroidetes,bacteroidia,bacteroidales,bacteroidaceae,bacteroides,bacteroides spp.,late C,late G,OTU,lC_vs_lG
6094,OTU_104,-0.696772430244376,2.98004444457681,-0.184793783178889,0.478660005027652,0.75415865140501,bacteria,proteobacteria,alphaproteobacteria,rhizobiales,bradyrhizobiaceae,rhodoblastus,rhodoblastus acidophilus,late C,late G,OTU,lC_vs_lG
6095,OTU_105,-0.198731234453972,3.88216372447306,-0.0415542902534587,0.591695261437909,0.836421573326766,bacteria,verrucomicrobia,opitutae,opitutales,opitutaceae,opitutus,opitutus spp.,late C,late G,OTU,lC_vs_lG
6096,OTU_106,-4.00934269482626,3.85087356676408,-0.950689904888702,0.0201936902966315,0.16354980994232,bacteria,spirochaetes,spirochaetia,spirochaetales,spirochaetaceae,spirochaeta,spirochaeta spp.,late C,late G,OTU,lC_vs_lG
6097,OTU_107,-0.99648755172559,1.3535134218849,-0.674022188658497,0.0843670186023127,0.399003767337241,bacteria,proteobacteria,alphaproteobacteria,rhizobiales,bradyrhizobiaceae,rhodopseudomonas,rhodopseudomonas palustris,late C,late G,OTU,lC_vs_lG
6098,OTU_108,0.868909882100082,2.69913374444161,0.274118534578134,0.359804235796883,0.695043510542927,bacteria,verrucomicrobia,opitutae,opitutales,opitutaceae,opitutus,opitutus spp.,late C,late G,OTU,lC_vs_lG
6099,OTU_109,-3.26534048764753,3.48320314810544,-0.853368542725028,0.0298198215183509,0.197682701838688,bacteria,bacteroidetes,bacteroidia,bacteroidales,porphyromonadaceae,paludibacter,paludibacter propionicigenes,late C,late G,OTU,lC_vs_lG
6100,OTU_11,0.257067735201552,1.19066968676667,0.198239326491431,0.639184137757667,0.884347707873906,bacteria,proteobacteria,alphaproteobacteria,rhodospirillales,acetobacteraceae,acetobacter,acetobacter spp.,late C,late G,OTU,lC_vs_lG
6101,OTU_111,-0.0177230559346802,3.3615695769315,-0.00479540890237894,0.655922762694822,0.878204049068107,bacteria,bacteroidetes,bacteroidia,bacteroidales,bacteroidaceae,bacteroides,bacteroides spp.,late C,late G,OTU,lC_vs_lG
6102,OTU_113,-0.931606904891289,2.83967285499897,-0.273415336367669,0.374503896430367,0.673435325343493,bacteria,proteobacteria,alphaproteobacteria,rhizobiales,bradyrhizobiaceae,rhodopseudomonas,rhodopseudomonas palustris,late C,late G,OTU,lC_vs_lG
6103,OTU_114,0.987552326235665,1.57170378767109,0.559063251987679,0.140969708396179,0.42956207132968,bacteria,proteobacteria,alphaproteobacteria,rhizobiales,methylocystaceae,pleomorphomonas,pleomorphomonas spp.,late C,late G,OTU,lC_vs_lG
6104,OTU_115,-0.548966819329608,1.12078283338756,-0.456897384279175,0.266547259929613,0.616825448409944,bacteria,verrucomicrobia,opitutae,opitutales,opitutaceae,opitutus,opitutus spp.,late C,late G,OTU,lC_vs_lG
6105,OTU_116,0.415329752371594,1.59087352319394,0.234607857880665,0.643806938159879,0.888756403992126,bacteria,proteobacteria,alphaproteobacteria,rhodospirillales,acetobacteraceae,acetobacter,acetobacter spp.,late C,late G,OTU,lC_vs_lG
6106,OTU_117,-0.0733887173572416,4.0630833133127,-0.0140222858752456,0.5162877702363,0.78210860779677,bacteria,proteobacteria,alphaproteobacteria,rhizobiales,brucellaceae,ochrobactrum,ochrobactrum intermedium,late C,late G,OTU,lC_vs_lG
6107,OTU_118,-0.626105364686923,3.20682861741656,-0.154667474164117,0.520457076420312,0.787607516129621,bacteria,verrucomicrobia,opitutae,opitutales,opitutaceae,opitutus,opitutus spp.,late C,late G,OTU,lC_vs_lG
6108,OTU_119,-0.0974520937185641,2.70647102926263,-0.0269531184654197,0.610049145299145,0.848295465115733,bacteria,proteobacteria,gammaproteobacteria,enterobacteriales,enterobacteriaceae,citrobacter,citrobacter werkmanii,late C,late G,OTU,lC_vs_lG
6109,OTU_12,-6.24486295561028,2.17475500508842,-2.34126319969913,0.000206259426847662,0.0221666564372447,bacteria,bacteroidetes,bacteroidia,bacteroidales,porphyromonadaceae,paludibacter,paludibacter propionicigenes,late C,late G,OTU,lC_vs_lG
6110,OTU_120,-2.14458516336729,3.28420634461636,-0.561693577154453,0.108597536450478,0.377046975007447,bacteria,actinobacteria,actinobacteria,actinomycetales,nocardioidaceae,propionicimonas,propionicimonas paludicola,late C,late G,OTU,lC_vs_lG
6111,OTU_121,0.67204168388258,3.19468642392111,0.175023982012804,0.521045186023127,0.790933554262311,bacteria,bacteroidetes,bacteroidetes,bacteroidetes order ii. incertae sedis,rhodothermaceae,salinibacter,salinibacter spp.,late C,late G,OTU,lC_vs_lG
6112,OTU_122,-0.720206048591305,3.65600777781119,-0.158508012403449,0.498653720462544,0.762356950155344,bacteria,verrucomicrobia,opitutae,opitutales,opitutaceae,opitutus,opitutus spp.,late C,late G,OTU,lC_vs_lG
6113,OTU_123,-0.274987719165795,3.84670238789598,-0.056832001815719,0.649391779788839,0.873467540977962,bacteria,proteobacteria,alphaproteobacteria,rhizobiales,bradyrhizobiaceae,rhodopseudomonas,rhodopseudomonas pangongensis,late C,late G,OTU,lC_vs_lG
6114,OTU_125,0.562982141512286,3.81909729933221,0.116346749139946,0.522132290095525,0.779366854893993,bacteria,proteobacteria,gammaproteobacteria,xanthomonadales,sinobacteraceae,steroidobacter,steroidobacter spp.,late C,late G,OTU,lC_vs_lG
6115,OTU_126,-3.28359704627364,4.02506688178646,-0.738863640536524,0.0596141905480141,0.286324177053603,bacteria,bacteroidetes,bacteroidia,bacteroidales,prolixibacteraceae,prolixibacter,prolixibacter spp.,late C,late G,OTU,lC_vs_lG
6116,OTU_127,0.293601807225581,3.43840333398442,0.0643377774941791,0.614656297134238,0.846449017458648,bacteria,proteobacteria,alphaproteobacteria,rhizobiales,methylocystaceae,pleomorphomonas,pleomorphomonas sp.,late C,late G,OTU,lC_vs_lG
6117,OTU_128,0.252421631348969,3.16766013893332,0.0651591008199012,0.598986551030669,0.840810135046869,bacteria,chlorobi,chlorobia,chlorobiales,chlorobiaceae,chlorobium,chlorobium spp.,late C,late G,OTU,lC_vs_lG
6118,OTU_13,-1.39561408129079,1.13263498724117,-1.17844056788238,0.00379455756661639,0.0880250882987643,bacteria,bacteroidetes,bacteroidia,bacteroidales,bacteroidaceae,bacteroides,bacteroides spp.,late C,late G,OTU,lC_vs_lG
6119,OTU_130,-0.0580624556100791,3.9714737787183,-0.0120972092812479,0.537555995475113,0.796162422289879,bacteria,bacteroidetes,bacteroidetes,bacteroidetes order ii. incertae sedis,rhodothermaceae,rhodothermus,rhodothermus spp.,late C,late G,OTU,lC_vs_lG
6120,OTU_131,-0.41119369282412,1.70190259593893,-0.220152799166876,0.500624811463047,0.784856053825975,bacteria,proteobacteria,alphaproteobacteria,rhizobiales,bradyrhizobiaceae,rhodopseudomonas,rhodopseudomonas palustris,late C,late G,OTU,lC_vs_lG
6121,OTU_132,-0.232929077700613,4.19965431032875,-0.0455844384982533,0.523066993464052,0.785094915756353,bacteria,proteobacteria,alphaproteobacteria,rhizobiales,rhizobiales,methyloligella,methyloligella halotolerans,late C,late G,OTU,lC_vs_lG
6122,OTU_133,0.85580133160221,4.10117380392798,0.177796737343302,0.507821706887883,0.774162000657628,bacteria,verrucomicrobia,opitutae,opitutales,opitutaceae,opitutus,opitutus spp.,late C,late G,OTU,lC_vs_lG
6123,OTU_134,0.772415654915917,4.53383213336509,0.14587818250095,0.578846593765711,0.830014022441044,bacteria,proteobacteria,betaproteobacteria,burkholderiales,comamonadaceae,acidovorax,acidovorax caeni,late C,late G,OTU,lC_vs_lG
6124,OTU_135,-0.70107191186889,4.13494885095969,-0.150348672606643,0.504938034188034,0.769572013073227,bacteria,firmicutes,clostridia,clostridiales,eubacteriaceae,eubacterium,eubacterium sp.,late C,late G,OTU,lC_vs_lG
6125,OTU_136,-0.272529624409126,1.280532846853,-0.196636843178988,0.638533371040724,0.882245684926954,bacteria,proteobacteria,alphaproteobacteria,rhizobiales,bradyrhizobiaceae,rhodoblastus,rhodoblastus acidophilus,late C,late G,OTU,lC_vs_lG
6126,OTU_137,-0.185477791187594,3.77811386194571,-0.0445923099045242,0.605270487682252,0.842567787409481,bacteria,bacteroidetes,bacteroidia,bacteroidales,bacteroidaceae,bacteroides,bacteroides spp.,late C,late G,OTU,lC_vs_lG
6127,OTU_138,-0.95923086110928,2.47631106424294,-0.324302030062699,0.307064165409754,0.613274646965778,bacteria,bacteroidetes,bacteroidia,bacteroidales,bacteroidaceae,bacteroides,bacteroides spp.,late C,late G,OTU,lC_vs_lG
6128,OTU_139,-0.146603588673284,2.76363535827464,-0.0423370223282385,0.625117835595777,0.858535939825908,bacteria,proteobacteria,gammaproteobacteria,enterobacteriales,enterobacteriaceae,enterobacter,enterobacter spp.,late C,late G,OTU,lC_vs_lG
6129,OTU_14,0.432053329932281,1.41872614780903,0.238760470389329,0.501197021116139,0.821870981002744,bacteria,proteobacteria,alphaproteobacteria,rhizobiales,hyphomicrobiaceae,ancalomicrobium,ancalomicrobium spp.,late C,late G,OTU,lC_vs_lG
6130,OTU_140,-0.403537283512667,3.44303429267678,-0.0934223774075629,0.634785759175465,0.864037073209143,bacteria,proteobacteria,alphaproteobacteria,rhizobiales,methylocystaceae,pleomorphomonas,pleomorphomonas oryzae,late C,late G,OTU,lC_vs_lG
6131,OTU_141,-0.428808445388934,3.10289186400954,-0.109415443978381,0.587600301659125,0.835088272937884,bacteria,proteobacteria,alphaproteobacteria,rhizobiales,methylocystaceae,pleomorphomonas,pleomorphomonas spp.,late C,late G,OTU,lC_vs_lG
6132,OTU_142,-0.687556772993473,2.33508687896637,-0.222385871677887,0.388106146304676,0.692640704666295,bacteria,proteobacteria,alphaproteobacteria,rhizobiales,bradyrhizobiaceae,bradyrhizobium,bradyrhizobium sp.,late C,late G,OTU,lC_vs_lG
6133,OTU_143,0.183090189029059,4.08915453854841,0.0348749795271118,0.589174019607843,0.839868478151507,bacteria,gemmatimonadetes,gemmatimonadetes,gemmatimonadales,gemmatimonadaceae,gemmatimonas,gemmatimonas spp.,late C,late G,OTU,lC_vs_lG
6134,OTU_144,-6.04500595765383,3.71750122729974,-1.62729031527055,0.000721279537456008,0.0351441622381932,bacteria,spirochaetes,spirochaetia,spirochaetales,spirochaetaceae,spirochaeta,spirochaeta spp.,late C,late G,OTU,lC_vs_lG
6135,OTU_145,-2.54042492399841,3.80305532987583,-0.593944455007474,0.116415912518854,0.380204589922493,bacteria,proteobacteria,alphaproteobacteria,rhodospirillales,acetobacteraceae,acetobacter,acetobacter spp.,late C,late G,OTU,lC_vs_lG
6136,OTU_146,0.485873349788006,3.94735829798493,0.110236005556475,0.536389203117144,0.796684572577684,bacteria,proteobacteria,alphaproteobacteria,rhizobiales,hyphomicrobiaceae,ancalomicrobium,ancalomicrobium spp.,late C,late G,OTU,lC_vs_lG
6137,OTU_147,-1.37566964641308,4.77297959808598,-0.255303032189893,0.436882101558572,0.715581639667763,bacteria,verrucomicrobia,opitutae,opitutales,opitutaceae,opitutus,opitutus terrae,late C,late G,OTU,lC_vs_lG
6138,OTU_148,0.355307757591946,4.1508865432024,0.0744983829972745,0.560505844645551,0.808801813255267,bacteria,proteobacteria,alphaproteobacteria,rhizobiales,brucellaceae,pseudochrobactrum,pseudochrobactrum kiredjianiae,late C,late G,OTU,lC_vs_lG
6139,OTU_149,0.17854489789805,4.21438225127027,0.0349232501111917,0.614234602815485,0.852933592254643,bacteria,bacteroidetes,bacteroidia,bacteroidales,bacteroidaceae,bacteroides,bacteroides spp.,late C,late G,OTU,lC_vs_lG
6140,OTU_15,-7.67736918666022,2.12107859086987,-3.1161077947891,0.000121166415284062,0.0192337760460309,bacteria,spirochaetes,spirochaetia,spirochaetales,spirochaetaceae,spirochaeta,spirochaeta spp.,late C,late G,OTU,lC_vs_lG
6141,OTU_150,-0.753029605404102,3.8885381550442,-0.160123966594139,0.509496292106586,0.778648966795049,bacteria,proteobacteria,alphaproteobacteria,rhizobiales,hyphomicrobiaceae,ancalomicrobium,ancalomicrobium spp.,late C,late G,OTU,lC_vs_lG
6142,OTU_151,-0.782063459738052,4.09261197409265,-0.163377539276523,0.49444362745098,0.763269936425748,bacteria,bacteroidetes,bacteroidia,bacteroidales,prevotellaceae,prevotella,prevotella sp.,late C,late G,OTU,lC_vs_lG
6143,OTU_153,1.20233270854493,3.35039056223414,0.298083588243358,0.362378393665158,0.648812922115494,bacteria,bacteroidetes,bacteroidia,bacteroidales,prolixibacteraceae,prolixibacter,prolixibacter spp.,late C,late G,OTU,lC_vs_lG
6144,OTU_155,-1.05322213457177,4.20918836495353,-0.21694514930325,0.461573969331322,0.727246696288128,bacteria,proteobacteria,alphaproteobacteria,rhodospirillales,rhodospirillaceae,magnetospirillum,magnetospirillum sp.,late C,late G,OTU,lC_vs_lG
6145,OTU_156,0.0404256050661855,3.75072841075121,0.00973121860797988,0.595346279537456,0.835982627009702,bacteria,proteobacteria,betaproteobacteria,rhodocyclales,rhodocyclaceae,rhodocyclus,rhodocyclus spp.,late C,late G,OTU,lC_vs_lG
6146,OTU_157,-1.27339462526866,3.74828772078411,-0.290081382924719,0.379793112116642,0.668334693028506,bacteria,proteobacteria,alphaproteobacteria,rhizobiales,hyphomicrobiaceae,ancalomicrobium,ancalomicrobium spp.,late C,late G,OTU,lC_vs_lG
6147,OTU_158,0.812774692939846,2.13656960105566,0.296566719602428,0.27547442182001,0.611967481607781,bacteria,proteobacteria,alphaproteobacteria,rhizobiales,hyphomicrobiaceae,ancalomicrobium,ancalomicrobium spp.,late C,late G,OTU,lC_vs_lG
6148,OTU_159,-0.527508407704554,4.12890601480437,-0.113624112844667,0.534003267973856,0.789690049660278,bacteria,bacteroidetes,bacteroidia,bacteroidales,porphyromonadaceae,porphyromonas,porphyromonas spp.,late C,late G,OTU,lC_vs_lG
6149,OTU_16,1.39579189872859,1.40337277964342,0.822933753850681,0.0683652589240825,0.364334570247306,bacteria,proteobacteria,betaproteobacteria,rhodocyclales,rhodocyclaceae,rhodocyclus,rhodocyclus tenuis,late C,late G,OTU,lC_vs_lG
6150,OTU_160,-0.570295827470512,4.03221405785736,-0.119879365559087,0.546410193564605,0.803773720395919,bacteria,proteobacteria,alphaproteobacteria,rhodospirillales,rhodospirillaceae,magnetospirillum,magnetospirillum sp.,late C,late G,OTU,lC_vs_lG
6151,OTU_161,0.366335414870898,3.98534976027164,0.0779541582682782,0.565679110105581,0.81749351308621,bacteria,proteobacteria,alphaproteobacteria,rhizobiales,methylocystaceae,pleomorphomonas,pleomorphomonas oryzae,late C,late G,OTU,lC_vs_lG
6152,OTU_162,-1.50659900784392,3.59046503464066,-0.351454859015873,0.283862933634992,0.593380686592983,bacteria,proteobacteria,alphaproteobacteria,rhizobiales,bradyrhizobiaceae,bradyrhizobium,bradyrhizobium spp.,late C,late G,OTU,lC_vs_lG
6153,OTU_163,0.543929260479459,3.90609568590671,0.112260966862891,0.549099861739568,0.807987120188296,bacteria,firmicutes,clostridia,clostridiales,eubacteriaceae,eubacterium,eubacterium sp.,late C,late G,OTU,lC_vs_lG
6154,OTU_164,1.16083407874841,3.05851689185806,0.31711094526982,0.333417546505782,0.623888319024293,bacteria,proteobacteria,alphaproteobacteria,rhizobiales,bradyrhizobiaceae,afipia,afipia sp.,late C,late G,OTU,lC_vs_lG
6155,OTU_165,-0.564483986200221,4.1350566773975,-0.115255649551227,0.509212166918049,0.774850023661218,bacteria,proteobacteria,alphaproteobacteria,rhodospirillales,acetobacteraceae,acetobacter,acetobacter spp.,late C,late G,OTU,lC_vs_lG
6156,OTU_166,-0.26191740278532,4.20752813111204,-0.0527099181893165,0.527782993966817,0.781570208410233,bacteria,bacteroidetes,cytophagia,cytophagales,cytophagaceae,spirosoma,spirosoma spp.,late C,late G,OTU,lC_vs_lG
6157,OTU_167,-0.35538394588893,3.71959321028251,-0.0796625294072899,0.568677978883861,0.821551662881239,bacteria,proteobacteria,gammaproteobacteria,enterobacteriales,enterobacteriaceae,citrobacter,citrobacter sp.,late C,late G,OTU,lC_vs_lG
6158,OTU_168,1.11869512372458,3.82784721856642,0.250962652362506,0.405713863750628,0.693234647045803,bacteria,fibrobacteres,fibrobacteria,fibrobacterales,fibrobacteraceae,fibrobacter,fibrobacter spp.,late C,late G,OTU,lC_vs_lG
6159,OTU_169,-0.965723744449516,4.11107714905816,-0.201842859407437,0.477572398190045,0.758209494391062,bacteria,bacteroidetes,sphingobacteriia,sphingobacteriales,sphingobacteriaceae,sphingobacterium,sphingobacterium spp.,late C,late G,OTU,lC_vs_lG
6160,OTU_17,-1.03825744521659,4.51222867682079,-0.20735062506954,0.53987675967823,0.80931770307909,bacteria,bacteroidetes,flavobacteriia,flavobacteriales,flavobacteriaceae,cloacibacterium,cloacibacterium normanense,late C,late G,OTU,lC_vs_lG
6161,OTU_170,-0.83767029484021,3.80842401362701,-0.185709688297602,0.455538084464555,0.728835607145282,bacteria,bacteroidetes,bacteroidia,bacteroidales,bacteroidaceae,bacteroides,bacteroides spp.,late C,late G,OTU,lC_vs_lG
6162,OTU_171,0.449789706607135,3.98939444897543,0.0941100179629784,0.510882667169432,0.774844812917061,bacteria,proteobacteria,alphaproteobacteria,rhizobiales,bradyrhizobiaceae,oligotropha,oligotropha carboxidovorans,late C,late G,OTU,lC_vs_lG
6163,OTU_172,0.27603575985589,4.27650369858752,0.0531685579390773,0.552300904977375,0.806719971688008,bacteria,gemmatimonadetes,gemmatimonadetes,gemmatimonadales,gemmatimonadaceae,gemmatimonas,gemmatimonas spp.,late C,late G,OTU,lC_vs_lG
6164,OTU_173,0.140228118944725,2.96768902430235,0.0366020422386671,0.637952551533434,0.862939904906602,bacteria,proteobacteria,gammaproteobacteria,pseudomonadales,pseudomonadaceae,pseudomonas,pseudomonas spp.,late C,late G,OTU,lC_vs_lG
6165,OTU_174,-2.25274461230842,3.97589913919077,-0.493844348072275,0.169941050779286,0.459768229072413,bacteria,spirochaetes,spirochaetia,spirochaetales,spirochaetaceae,spirochaeta,spirochaeta spp.,late C,late G,OTU,lC_vs_lG
6166,OTU_175,0.398189746313434,3.69740631228272,0.0861983890681065,0.55245230015083,0.807262976421259,bacteria,bacteroidetes,bacteroidia,bacteroidales,porphyromonadaceae,parabacteroides,parabacteroides distasonis,late C,late G,OTU,lC_vs_lG
6167,OTU_176,0.039455330865465,3.8266051147566,0.0086200714582224,0.580077425842132,0.825796966980553,bacteria,proteobacteria,alphaproteobacteria,rhodospirillales,acetobacteraceae,acetobacter,acetobacter spp.,late C,late G,OTU,lC_vs_lG
6168,OTU_177,0.620507252165341,1.76172385766177,0.308073318724975,0.363137380593263,0.69378035817657,bacteria,verrucomicrobia,opitutae,opitutales,opitutaceae,opitutus,opitutus spp.,late C,late G,OTU,lC_vs_lG
6169,OTU_178,-0.624262590185134,4.18017812713193,-0.129992256560033,0.501106586224233,0.768019293293595,bacteria,proteobacteria,betaproteobacteria,neisseriales,neisseriaceae,neisseria,neisseria perflava,late C,late G,OTU,lC_vs_lG
6170,OTU_179,-1.78800658831986,4.42477396719918,-0.344088843998557,0.330175842131724,0.615238728313397,bacteria,proteobacteria,alphaproteobacteria,rhizobiales,bradyrhizobiaceae,nitrobacter,nitrobacter spp.,late C,late G,OTU,lC_vs_lG
6171,OTU_18,0.484083925476286,3.65601971389974,0.108427336908455,0.610855266465561,0.856820429434018,bacteria,proteobacteria,gammaproteobacteria,pseudomonadales,pseudomonadaceae,pseudomonas,pseudomonas veronii,late C,late G,OTU,lC_vs_lG
6172,OTU_180,0.413144161309848,4.15686721057718,0.0901794808150259,0.535338423831071,0.796573293741807,bacteria,proteobacteria,betaproteobacteria,burkholderiales,burkholderiales,aquabacterium,aquabacterium spp.,late C,late G,OTU,lC_vs_lG
6173,OTU_181,-2.30941249659997,3.59714309348641,-0.570189956397781,0.136180367018602,0.398951598614825,bacteria,spirochaetes,spirochaetia,spirochaetales,spirochaetaceae,spirochaeta,spirochaeta spp.,late C,late G,OTU,lC_vs_lG
6174,OTU_182,-3.21861549496038,3.83437090187077,-0.746073141503677,0.0516379462041227,0.258394922282583,bacteria,spirochaetes,spirochaetia,spirochaetales,spirochaetaceae,spirochaeta,spirochaeta spp.,late C,late G,OTU,lC_vs_lG
6175,OTU_183,1.32756339134994,3.1170615162983,0.35082097924237,0.294628393665158,0.585266931961554,bacteria,proteobacteria,alphaproteobacteria,rhizobiales,bradyrhizobiaceae,rhodoblastus,rhodoblastus acidophilus,late C,late G,OTU,lC_vs_lG
6176,OTU_184,-0.198955599546734,4.09216590387613,-0.0432959522969952,0.533522750125691,0.789848104541285,bacteria,proteobacteria,betaproteobacteria,rhodocyclales,rhodocyclaceae,rhodocyclus,rhodocyclus tenuis,late C,late G,OTU,lC_vs_lG
6177,OTU_185,-2.20009678383056,4.12278334030948,-0.456154611239667,0.202764077425842,0.492636869977389,bacteria,verrucomicrobia,opitutae,opitutales,opitutaceae,opitutus,opitutus spp.,late C,late G,OTU,lC_vs_lG
6178,OTU_186,0.263770735501231,4.1766399823766,0.0536701056093129,0.555079122674711,0.811214460066656,bacteria,proteobacteria,alphaproteobacteria,rhizobiales,methylocystaceae,pleomorphomonas,pleomorphomonas sp.,late C,late G,OTU,lC_vs_lG
6179,OTU_188,-1.02501828165441,4.12957600401556,-0.22010568252333,0.440121794871795,0.715209677725081,bacteria,bacteroidetes,bacteroidia,bacteroidales,prolixibacteraceae,prolixibacter,prolixibacter spp.,late C,late G,OTU,lC_vs_lG
6180,OTU_189,-0.8357721523184,2.75362151984614,-0.254790338924463,0.392694507290096,0.71154142616901,bacteria,proteobacteria,alphaproteobacteria,rhizobiales,bradyrhizobiaceae,rhodopseudomonas,rhodopseudomonas sp.,late C,late G,OTU,lC_vs_lG
6181,OTU_19,0.116389988892687,3.58546724119102,0.0262395784510203,0.609854575163399,0.848514500395238,bacteria,firmicutes,bacilli,lactobacillales,streptococcaceae,streptococcus,streptococcus salivarius,late C,late G,OTU,lC_vs_lG
6182,OTU_190,-0.874781098928359,4.32904984705023,-0.170143669638588,0.495773001508296,0.756666424695887,bacteria,proteobacteria,alphaproteobacteria,rhizobiales,methylocystaceae,pleomorphomonas,pleomorphomonas oryzae,late C,late G,OTU,lC_vs_lG
6183,OTU_191,0.0245057910291813,3.90329984052734,0.00495001634452133,0.591381158873806,0.836434373061113,bacteria,proteobacteria,alphaproteobacteria,rhizobiales,methylocystaceae,pleomorphomonas,pleomorphomonas oryzae,late C,late G,OTU,lC_vs_lG
6184,OTU_192,-3.42569492133506,4.03543708570887,-0.763452474010817,0.043311337355455,0.250482311175365,bacteria,bacteroidetes,bacteroidia,bacteroidales,porphyromonadaceae,paludibacter,paludibacter propionicigenes,late C,late G,OTU,lC_vs_lG
6185,OTU_194,0.148306442066403,3.75112784408562,0.0349974064557686,0.578337669683258,0.827314733981801,bacteria,proteobacteria,betaproteobacteria,rhodocyclales,rhodocyclaceae,rhodocyclus,rhodocyclus tenuis,late C,late G,OTU,lC_vs_lG
6186,OTU_195,0.0513057094027669,4.15124987872942,0.0116878418376543,0.546105015082956,0.804007119308845,bacteria,proteobacteria,alphaproteobacteria,rhodospirillales,rhodospirillaceae,magnetospirillum,magnetospirillum sp.,late C,late G,OTU,lC_vs_lG
6187,OTU_196,0.357197962305925,1.74026554011988,0.185747755875305,0.532710030165912,0.807268870512786,bacteria,proteobacteria,alphaproteobacteria,rhizobiales,brucellaceae,ochrobactrum,ochrobactrum anthropi,late C,late G,OTU,lC_vs_lG
6188,OTU_197,0.0531367010893957,4.02343362380436,0.0094757922334764,0.583593891402715,0.825454173054069,bacteria,proteobacteria,alphaproteobacteria,rhizobiales,methylocystaceae,pleomorphomonas,pleomorphomonas spp.,late C,late G,OTU,lC_vs_lG
6189,OTU_198,-0.817576603675098,3.99955292474982,-0.178633751149884,0.487918803418803,0.751920448782603,bacteria,proteobacteria,alphaproteobacteria,rhizobiales,bradyrhizobiaceae,rhodopseudomonas,rhodopseudomonas spp.,late C,late G,OTU,lC_vs_lG
6190,OTU_2,-0.059188915533281,0.793195398051881,-0.0739415310213745,0.772938599798894,0.933361408964936,bacteria,verrucomicrobia,opitutae,opitutales,opitutaceae,opitutus,opitutus spp.,late C,late G,OTU,lC_vs_lG
6191,OTU_20,-1.22973818320032,2.42760627546703,-0.472796889196775,0.188361551030669,0.567277058753146,bacteria,actinobacteria,actinobacteria,actinomycetales,nocardioidaceae,propionicimonas,propionicimonas paludicola,late C,late G,OTU,lC_vs_lG
6192,OTU_200,-0.00649117367249907,4.13638358583376,-0.00195448510004349,0.519444004524887,0.781483441797694,bacteria,proteobacteria,alphaproteobacteria,rhizobiales,methylocystaceae,pleomorphomonas,pleomorphomonas oryzae,late C,late G,OTU,lC_vs_lG
6193,OTU_201,1.5784805908151,2.03274230252027,0.672794969934202,0.0699393539467069,0.301353514998136,bacteria,bacteroidetes,cytophagia,cytophagales,cytophagaceae,pontibacter,pontibacter spp.,late C,late G,OTU,lC_vs_lG
6194,OTU_202,1.38186027655559,3.8116701423429,0.309212192688547,0.341111676721971,0.629552242506559,bacteria,verrucomicrobia,opitutae,opitutales,opitutaceae,opitutus,opitutus spp.,late C,late G,OTU,lC_vs_lG
6195,OTU_203,-1.20622519161763,4.1586879081594,-0.252596959802534,0.417015145801911,0.698328018669754,bacteria,proteobacteria,alphaproteobacteria,rhizobiales,bradyrhizobiaceae,afipia,afipia sp.,late C,late G,OTU,lC_vs_lG
6196,OTU_204,-1.26702630908153,1.34421979139837,-0.866978904734722,0.0311103569632981,0.195394581562644,bacteria,bacteroidetes,bacteroidia,bacteroidales,bacteroidaceae,bacteroides,bacteroides spp.,late C,late G,OTU,lC_vs_lG
6197,OTU_205,-0.201787280623462,4.1887411572871,-0.0354212025253243,0.512061211664153,0.780387582873112,bacteria,proteobacteria,alphaproteobacteria,rhodospirillales,rhodospirillaceae,rhodovibrio,rhodovibrio spp.,late C,late G,OTU,lC_vs_lG
6198,OTU_206,-0.223316774528934,4.27732213676436,-0.047144264680538,0.534929801407743,0.790124609363686,bacteria,proteobacteria,alphaproteobacteria,rhizobiales,hyphomicrobiaceae,rhodoplanes,rhodoplanes spp.,late C,late G,OTU,lC_vs_lG
6199,OTU_207,-0.879232737661942,4.36097878859363,-0.168971141677472,0.488604323780794,0.755843798867457,bacteria,verrucomicrobia,opitutae,opitutales,opitutaceae,opitutus,opitutus spp.,late C,late G,OTU,lC_vs_lG
6200,OTU_208,-0.289549382641519,4.31808126224746,-0.0596301902049234,0.520570889894419,0.784969232900281,bacteria,proteobacteria,alphaproteobacteria,rhodospirillales,rhodospirillaceae,phaeospirillum,phaeospirillum sp.,late C,late G,OTU,lC_vs_lG
6201,OTU_209,-1.32158025195713,4.32104059457442,-0.264028644178125,0.400575917546506,0.685166006063002,bacteria,proteobacteria,gammaproteobacteria,chromatiales,ectothiorhodospiraceae,thioalkalivibrio,thioalkalivibrio spp.,late C,late G,OTU,lC_vs_lG
6202,OTU_21,0.523484040140184,4.92342710168827,0.0908314909996249,0.559307880844646,0.813489272411925,bacteria,proteobacteria,gammaproteobacteria,xanthomonadales,xanthomonadaceae,stenotrophomonas,stenotrophomonas spp.,late C,late G,OTU,lC_vs_lG
