,OTU,ancom_beta,ancom_se,ancom_W,ancom_p_val,ancom_q_val,ancom_diff_abn,kingdom,phylum,class,order,family,genus,species,ancom_positive,ancom_negative,taxrank,test_id
1016,OTU_508,-0.219322688690296,0.146497177258416,-1.49711204539743,0,0,TRUE,bacteria,bacteroidetes,bacteroidia,bacteroidales,bacteroidaceae,bacteroides,bacteroides spp.,.clusterrecovering M,early,OTU,rG_vs_rM
1017,OTU_513,0.0733394542127918,0.151378940843416,0.484475937037062,0,0,TRUE,bacteria,firmicutes,bacilli,bacillales,paenibacillaceae,paenibacillus,paenibacillus spp.,.clusterrecovering M,early,OTU,rG_vs_rM
1018,OTU_534,-0.219322688690296,0.136558701939237,-1.60606893281605,0,0,TRUE,bacteria,proteobacteria,alphaproteobacteria,rhizobiales,bradyrhizobiaceae,bradyrhizobium,bradyrhizobium sp.,.clusterrecovering M,early,OTU,rG_vs_rM
1019,OTU_600,1.06707070736965,0.231294550852942,4.61347101967873,3.95999500359322e-06,0.00171467783655587,TRUE,bacteria,proteobacteria,alphaproteobacteria,rhizobiales,bradyrhizobiaceae,rhodoblastus,rhodoblastus acidophilus,.clusterrecovering M,early,OTU,rG_vs_rM
1020,OTU_604,-0.785843692306156,0.199934677557016,-3.93050221156385,8.4768613791654e-05,0.036026660861453,TRUE,bacteria,proteobacteria,alphaproteobacteria,rhizobiales,bradyrhizobiaceae,rhodopseudomonas,rhodopseudomonas palustris,.clusterrecovering M,early,OTU,rG_vs_rM
1021,OTU_613,0.211968890324781,0.183054934438105,1.15795234351605,0,0,TRUE,bacteria,proteobacteria,alphaproteobacteria,rhizobiales,methylocystaceae,pleomorphomonas,pleomorphomonas oryzae,.clusterrecovering M,early,OTU,rG_vs_rM
1022,OTU_615,1.45035361747291,0.246773689747433,5.87726195186087,4.17107893907093e-09,1.83110365425214e-06,TRUE,bacteria,proteobacteria,alphaproteobacteria,rhizobiales,bradyrhizobiaceae,rhodoblastus,rhodoblastus acidophilus,.clusterrecovering M,early,OTU,rG_vs_rM
1023,OTU_633,0.737718427527559,0.220879919825286,3.33990716816217,0,0,TRUE,bacteria,bacteroidetes,bacteroidia,bacteroidales,bacteroidaceae,bacteroides,bacteroides spp.,.clusterrecovering M,early,OTU,rG_vs_rM
1024,OTU_74,0.764911799075923,0.192656511313549,3.97033971943481,0,0,TRUE,bacteria,bacteroidetes,bacteroidia,bacteroidales,bacteroidaceae,bacteroides,bacteroides spp.,.clusterrecovering M,early,OTU,rG_vs_rM
1025,OTU_80,0.998444628410552,0.234155185221198,4.26402954718836,2.00772877303298e-05,0.00861315643631149,TRUE,bacteria,bacteroidetes,bacteroidia,bacteroidales,bacteroidaceae,bacteroides,bacteroides spp.,.clusterrecovering M,early,OTU,rG_vs_rM
1026,OTU_88,0.563866932056635,0.196018214211767,2.87660478044895,0,0,TRUE,bacteria,bacteroidetes,bacteroidia,bacteroidales,porphyromonadaceae,barnesiella,barnesiella viscericola,.clusterrecovering M,early,OTU,rG_vs_rM
1027,OTU_12,1.50746813265085,0.418645871762715,3.60081929460724,0.000317216001718357,0.0329904641787091,TRUE,bacteria,bacteroidetes,bacteroidia,bacteroidales,porphyromonadaceae,paludibacter,paludibacter propionicigenes,.clusterrecovering M,early,species,rG_vs_rM
1028,OTU_125,0.838087640917429,0.225787718712669,3.711838915313,0.000205758924961865,0.0216046871209958,TRUE,bacteria,proteobacteria,gammaproteobacteria,xanthomonadales,sinobacteraceae,steroidobacter,steroidobacter spp.,.clusterrecovering M,early,species,rG_vs_rM
1029,OTU_147,0.187412453943362,0.230314259409871,0.813724927078177,0,0,TRUE,bacteria,verrucomicrobia,opitutae,opitutales,opitutaceae,opitutus,opitutus terrae,.clusterrecovering M,early,species,rG_vs_rM
1030,OTU_180,0.326041890055351,0.180188823438732,1.80944569054368,0,0,TRUE,bacteria,proteobacteria,betaproteobacteria,burkholderiales,burkholderiales,aquabacterium,aquabacterium spp.,.clusterrecovering M,early,species,rG_vs_rM
1031,OTU_340,-0.105249688959726,0.205857798363349,-0.511273752058473,0,0,TRUE,bacteria,firmicutes,clostridia,clostridiales,clostridiaceae,clostridium,clostridium sp.,.clusterrecovering M,early,species,rG_vs_rM
1032,OTU_437,-0.741392177176404,0.194879994250676,-3.80435241712264,0.000142175646718649,0.0150706185521768,TRUE,bacteria,proteobacteria,alphaproteobacteria,rhizobiales,bradyrhizobiaceae,rhodopseudomonas,rhodopseudomonas palustris,.clusterrecovering M,early,species,rG_vs_rM
1033,OTU_490,0.268505475564995,0.267195582041504,1.00490237717811,0,0,TRUE,bacteria,proteobacteria,alphaproteobacteria,rhizobiales,methylocystaceae,methylocystis,methylocystis sp.,.clusterrecovering M,early,species,rG_vs_rM
1034,OTU_5,1.79371138335769,0.35746101823812,5.01792165254456,5.22334689021705e-07,5.69344811033658e-05,TRUE,bacteria,proteobacteria,alphaproteobacteria,rhizobiales,bradyrhizobiaceae,rhodoblastus,rhodoblastus acidophilus,.clusterrecovering M,early,species,rG_vs_rM
1035,OTU_501,0.838438287995677,0.168723268591746,4.96931036835479,0,0,TRUE,bacteria,proteobacteria,gammaproteobacteria,enterobacteriales,enterobacteriaceae,pantoea,pantoea agglomerans,.clusterrecovering M,early,species,rG_vs_rM
1036,OTU_513,0.187412453943362,0.198597868469558,0.943678073624889,0,0,TRUE,bacteria,firmicutes,bacilli,bacillales,paenibacillaceae,paenibacillus,paenibacillus spp.,.clusterrecovering M,early,species,rG_vs_rM
1037,OTU_543,1.42999261849939,0.357516882062396,3.99979047213165,6.33985894978658e-05,0.00678364907627164,TRUE,bacteria,proteobacteria,alphaproteobacteria,rhizobiales,beijerinckiaceae,beijerinckia,beijerinckia spp.,.clusterrecovering M,early,species,rG_vs_rM
1038,OTU_7,2.04392467240121,0.567973339941437,3.59862783808119,0.000319900591259726,0.0329904641787091,TRUE,bacteria,proteobacteria,gammaproteobacteria,enterobacteriales,enterobacteriaceae,citrobacter,citrobacter werkmanii,.clusterrecovering M,early,species,rG_vs_rM
1039,OTU_93,0.723269543070137,0.204715363169148,3.53304965427792,0.00041079530893014,0.0419011215108743,TRUE,bacteria,bacteroidetes,bacteroidia,bacteroidales,bacteroidaceae,bacteroides,bacteroides caccae,.clusterrecovering M,early,species,rG_vs_rM
1040,OTU_180,0.131892881904392,0.181706052656204,0.725858494950296,0,0,TRUE,bacteria,proteobacteria,betaproteobacteria,burkholderiales,burkholderiales,aquabacterium,NA,.clusterrecovering M,early,genus,rG_vs_rM
1041,OTU_340,-0.299398697110685,0.205984063282947,-1.45350418056091,0,0,TRUE,bacteria,firmicutes,clostridia,clostridiales,clostridiaceae,clostridium,NA,.clusterrecovering M,early,genus,rG_vs_rM
1042,OTU_437,-0.926872007756675,0.199281458699383,-4.65106996810408,3.30217260286136e-06,0.000237756427406018,TRUE,bacteria,proteobacteria,alphaproteobacteria,rhizobiales,bradyrhizobiaceae,rhodopseudomonas,NA,.clusterrecovering M,early,genus,rG_vs_rM
1043,OTU_5,1.59956237520673,0.36799415451754,4.3467059342392,1.38197299148127e-05,0.000981200823951701,TRUE,bacteria,proteobacteria,alphaproteobacteria,rhizobiales,bradyrhizobiaceae,rhodoblastus,NA,.clusterrecovering M,early,genus,rG_vs_rM
1044,OTU_501,0.644289279844718,0.175313701041476,3.67506518895685,0,0,TRUE,bacteria,proteobacteria,gammaproteobacteria,enterobacteriales,enterobacteriaceae,pantoea,NA,.clusterrecovering M,early,genus,rG_vs_rM
1045,OTU_513,-0.00673655420759736,0.197200219254414,-0.0341609874120187,0,0,TRUE,bacteria,firmicutes,bacilli,bacillales,paenibacillaceae,paenibacillus,NA,.clusterrecovering M,early,genus,rG_vs_rM
1046,OTU_180,0.144904181848356,0.175118711285123,0.827462586864449,0,0,TRUE,bacteria,proteobacteria,betaproteobacteria,burkholderiales,burkholderiales,NA,NA,.clusterrecovering M,early,family,rG_vs_rM
1047,OTU_340,-0.28638739716672,0.203736390696208,-1.40567620830073,0,0,TRUE,bacteria,firmicutes,clostridia,clostridiales,clostridiaceae,NA,NA,.clusterrecovering M,early,family,rG_vs_rM
1048,OTU_513,0.00627474573636749,0.194154470979207,0.032318316980913,0,0,TRUE,bacteria,firmicutes,bacilli,bacillales,paenibacillaceae,NA,NA,.clusterrecovering M,early,family,rG_vs_rM
1049,OTU_106,-1.23569489225956,0.354191436686005,-3.48877687112187,0,0,TRUE,bacteria,spirochaetes,spirochaetia,spirochaetales,spirochaetaceae,spirochaeta,spirochaeta spp.,.clusterstable M,early,OTU,sC_vs_sM
1050,OTU_117,0.37971245587815,0.146586094440533,2.5903715992119,0,0,TRUE,bacteria,proteobacteria,alphaproteobacteria,rhizobiales,brucellaceae,ochrobactrum,ochrobactrum intermedium,.clusterstable M,early,OTU,sC_vs_sM
1051,OTU_134,2.29247818944091,0.421609866130219,5.43743961801134,5.40516589635345e-08,2.22152318340127e-05,TRUE,bacteria,proteobacteria,betaproteobacteria,burkholderiales,comamonadaceae,acidovorax,acidovorax caeni,.clusterstable M,early,OTU,sC_vs_sM
1052,OTU_143,-0.164903185990379,0.154939453826221,-1.06430726272814,0,0,TRUE,bacteria,gemmatimonadetes,gemmatimonadetes,gemmatimonadales,gemmatimonadaceae,gemmatimonas,gemmatimonas spp.,.clusterstable M,early,OTU,sC_vs_sM
1053,OTU_144,-2.22869921546862,0.375281900327518,-5.93873355875565,0,0,TRUE,bacteria,spirochaetes,spirochaetia,spirochaetales,spirochaetaceae,spirochaeta,spirochaeta spp.,.clusterstable M,early,OTU,sC_vs_sM
1054,OTU_147,-0.442890350141138,0.373832669938819,-1.18472885265384,0,0,TRUE,bacteria,verrucomicrobia,opitutae,opitutales,opitutaceae,opitutus,opitutus terrae,.clusterstable M,early,OTU,sC_vs_sM
1055,OTU_15,-6.21486924564003,0.675366712575441,-9.20221433766001,3.50648047241804e-20,1.47272179841558e-17,TRUE,bacteria,spirochaetes,spirochaetia,spirochaetales,spirochaetaceae,spirochaeta,spirochaeta spp.,.clusterstable M,early,OTU,sC_vs_sM
1056,OTU_151,-0.164903185990379,0.157038651119233,-1.05008024976714,0,0,TRUE,bacteria,bacteroidetes,bacteroidia,bacteroidales,prevotellaceae,prevotella,prevotella sp.,.clusterstable M,early,OTU,sC_vs_sM
1057,OTU_159,-0.164903185990379,0.164805545350386,-1.00059245967595,0,0,TRUE,bacteria,bacteroidetes,bacteroidia,bacteroidales,porphyromonadaceae,porphyromonas,porphyromonas spp.,.clusterstable M,early,OTU,sC_vs_sM
1058,OTU_163,-0.164903185990379,0.161411986484528,-1.02162912173927,0,0,TRUE,bacteria,firmicutes,clostridia,clostridiales,eubacteriaceae,eubacterium,eubacterium sp.,.clusterstable M,early,OTU,sC_vs_sM
1059,OTU_168,0.678339034082825,0.25969664867144,2.6120438502117,0,0,TRUE,bacteria,fibrobacteres,fibrobacteria,fibrobacterales,fibrobacteraceae,fibrobacter,fibrobacter spp.,.clusterstable M,early,OTU,sC_vs_sM
1060,OTU_171,0.935079874240684,0.36876586306463,2.53570074645657,0,0,TRUE,bacteria,proteobacteria,alphaproteobacteria,rhizobiales,bradyrhizobiaceae,oligotropha,oligotropha carboxidovorans,.clusterstable M,early,OTU,sC_vs_sM
1061,OTU_174,-0.53671599819672,0.229854081456608,-2.33502922721885,0,0,TRUE,bacteria,spirochaetes,spirochaetia,spirochaetales,spirochaetaceae,spirochaeta,spirochaeta spp.,.clusterstable M,early,OTU,sC_vs_sM
1062,OTU_179,-0.321847798657252,0.240726370406606,-1.3369860481576,0,0,TRUE,bacteria,proteobacteria,alphaproteobacteria,rhizobiales,bradyrhizobiaceae,nitrobacter,nitrobacter spp.,.clusterstable M,early,OTU,sC_vs_sM
1063,OTU_180,0.472981753867387,0.266987974688304,1.77154703098359,0,0,TRUE,bacteria,proteobacteria,betaproteobacteria,burkholderiales,burkholderiales,aquabacterium,aquabacterium spp.,.clusterstable M,early,OTU,sC_vs_sM
1064,OTU_181,-0.560987289167491,0.194750114760725,-2.88054920972311,0,0,TRUE,bacteria,spirochaetes,spirochaetia,spirochaetales,spirochaetaceae,spirochaeta,spirochaeta spp.,.clusterstable M,early,OTU,sC_vs_sM
1065,OTU_182,-0.807733138894703,0.260461321178747,-3.10116348653695,0,0,TRUE,bacteria,spirochaetes,spirochaetia,spirochaetales,spirochaetaceae,spirochaeta,spirochaeta spp.,.clusterstable M,early,OTU,sC_vs_sM
1066,OTU_188,-0.164903185990379,0.161131336775317,-1.02340853921122,0,0,TRUE,bacteria,bacteroidetes,bacteroidia,bacteroidales,prolixibacteraceae,prolixibacter,prolixibacter spp.,.clusterstable M,early,OTU,sC_vs_sM
1067,OTU_198,-0.164903185990379,0.153290353151091,-1.07575710147815,0,0,TRUE,bacteria,proteobacteria,alphaproteobacteria,rhizobiales,bradyrhizobiaceae,rhodopseudomonas,rhodopseudomonas spp.,.clusterstable M,early,OTU,sC_vs_sM
1068,OTU_202,0.532427577857175,0.290387319360526,1.83350836059114,0,0,TRUE,bacteria,verrucomicrobia,opitutae,opitutales,opitutaceae,opitutus,opitutus spp.,.clusterstable M,early,OTU,sC_vs_sM
1069,OTU_203,-0.222826772862974,0.188213523611263,-1.18390415623482,0,0,TRUE,bacteria,proteobacteria,alphaproteobacteria,rhizobiales,bradyrhizobiaceae,afipia,afipia sp.,.clusterstable M,early,OTU,sC_vs_sM
1070,OTU_206,0.562814503989501,0.372433690866189,1.51118042699234,0,0,TRUE,bacteria,proteobacteria,alphaproteobacteria,rhizobiales,hyphomicrobiaceae,rhodoplanes,rhodoplanes spp.,.clusterstable M,early,OTU,sC_vs_sM
1071,OTU_209,-0.263924211784657,0.217287948048011,-1.21462885611282,0,0,TRUE,bacteria,proteobacteria,gammaproteobacteria,chromatiales,ectothiorhodospiraceae,thioalkalivibrio,thioalkalivibrio spp.,.clusterstable M,early,OTU,sC_vs_sM
1072,OTU_21,2.32048102351075,0.450401317467389,5.15202983099348,0,0,TRUE,bacteria,proteobacteria,gammaproteobacteria,xanthomonadales,xanthomonadaceae,stenotrophomonas,stenotrophomonas spp.,.clusterstable M,early,OTU,sC_vs_sM
1073,OTU_212,0.264187925784825,0.216814863840341,1.2184954532424,0,0,TRUE,bacteria,proteobacteria,alphaproteobacteria,rhodospirillales,rhodospirillaceae,magnetospirillum,magnetospirillum sp.,.clusterstable M,early,OTU,sC_vs_sM
1074,OTU_213,1.43047729786162,0.281217209251135,5.08673456247892,3.64281109817817e-07,0.000147898130586034,TRUE,bacteria,proteobacteria,alphaproteobacteria,rhizobiales,bradyrhizobiaceae,rhodoblastus,rhodoblastus acidophilus,.clusterstable M,early,OTU,sC_vs_sM
1075,OTU_216,-0.618910876040086,0.219814675274178,-2.81560307685604,0,0,TRUE,bacteria,bacteroidetes,cytophagia,cytophagales,cytophagaceae,pontibacter,pontibacter spp.,.clusterstable M,early,OTU,sC_vs_sM
1076,OTU_218,0.264187925784825,0.165678340839438,1.59458336223233,0,0,TRUE,bacteria,proteobacteria,alphaproteobacteria,rhodospirillales,rhodospirillaceae,magnetospirillum,magnetospirillum sp.,.clusterstable M,early,OTU,sC_vs_sM
1077,OTU_22,-3.71637727580017,0.746044901866261,-4.98143914193838,0,0,TRUE,bacteria,firmicutes,clostridia,clostridiales,ruminococcaceae,ruminococcus,ruminococcus spp.,.clusterstable M,early,OTU,sC_vs_sM
1078,OTU_239,0.264187925784825,0.0988351762070727,2.67301517459044,0,0,TRUE,bacteria,proteobacteria,alphaproteobacteria,rhizobiales,methylocystaceae,pleomorphomonas,pleomorphomonas spp.,.clusterstable M,early,OTU,sC_vs_sM
1079,OTU_245,2.05694730450044,0.389569721221877,5.28004922469042,1.2914918496148e-07,5.26928674642838e-05,TRUE,bacteria,proteobacteria,alphaproteobacteria,rhizobiales,bradyrhizobiaceae,rhodoblastus,rhodoblastus acidophilus,.clusterstable M,early,OTU,sC_vs_sM
1080,OTU_250,-0.42086882445153,0.200714883698693,-2.09684910603503,0,0,TRUE,bacteria,proteobacteria,alphaproteobacteria,rhizobiales,bradyrhizobiaceae,nitrobacter,nitrobacter hamburgensis,.clusterstable M,early,OTU,sC_vs_sM
1081,OTU_256,0.540559271885414,0.274898709254495,1.96639436158639,0,0,TRUE,bacteria,proteobacteria,betaproteobacteria,burkholderiales,comamonadaceae,hydrogenophaga,hydrogenophaga spp.,.clusterstable M,early,OTU,sC_vs_sM
1082,OTU_26,1.86536583464242,0.439346522908017,4.24577352358599,2.17840582175518e-05,0.00864827111236807,TRUE,bacteria,proteobacteria,gammaproteobacteria,pseudomonadales,moraxellaceae,acinetobacter,acinetobacter junii,.clusterstable M,early,OTU,sC_vs_sM
1083,OTU_279,0.331765443802853,0.180162552584309,1.84147837074854,0,0,TRUE,bacteria,proteobacteria,alphaproteobacteria,rhizobiales,bradyrhizobiaceae,rhodoblastus,rhodoblastus acidophilus,.clusterstable M,early,OTU,sC_vs_sM
1084,OTU_280,-0.362945237578935,0.21990195252488,-1.6504866528544,0,0,TRUE,bacteria,verrucomicrobia,opitutae,opitutales,opitutaceae,opitutus,opitutus spp.,.clusterstable M,early,OTU,sC_vs_sM
1085,OTU_288,0.264187925784825,0.196526877548083,1.34428394263877,0,0,TRUE,bacteria,verrucomicrobia,opitutae,opitutales,opitutaceae,opitutus,opitutus spp.,.clusterstable M,early,OTU,sC_vs_sM
1086,OTU_29,2.03714719629444,0.264845116945162,7.69184351892828,1.45029932065759e-14,6.06225116034874e-12,TRUE,bacteria,proteobacteria,betaproteobacteria,rhodocyclales,rhodocyclaceae,dechloromonas,dechloromonas agitata,.clusterstable M,early,OTU,sC_vs_sM
1087,OTU_294,-0.164903185990379,0.151210956115045,-1.09055051450714,0,0,TRUE,bacteria,bacteroidetes,bacteroidia,bacteroidales,bacteroidaceae,bacteroides,bacteroides spp.,.clusterstable M,early,OTU,sC_vs_sM
1088,OTU_295,0.264187925784825,0.172122955596624,1.53487909192054,0,0,TRUE,bacteria,proteobacteria,alphaproteobacteria,rhizobiales,methylocystaceae,pleomorphomonas,pleomorphomonas spp.,.clusterstable M,early,OTU,sC_vs_sM
1089,OTU_302,0.416903047763851,0.240615834287603,1.73265009344952,0,0,TRUE,bacteria,proteobacteria,betaproteobacteria,burkholderiales,burkholderiaceae,burkholderia,burkholderia ubonensis,.clusterstable M,early,OTU,sC_vs_sM
1090,OTU_304,0.447289973896177,0.214010980344979,2.09003282530251,0,0,TRUE,bacteria,bacteroidetes,bacteroidia,bacteroidales,bacteroidaceae,bacteroides,bacteroides spp.,.clusterstable M,early,OTU,sC_vs_sM
1091,OTU_308,0.495236985971474,0.202208420606197,2.44914125972999,0,0,TRUE,bacteria,proteobacteria,alphaproteobacteria,rhodospirillales,acetobacteraceae,acetobacter,acetobacter spp.,.clusterstable M,early,OTU,sC_vs_sM
1092,OTU_31,1.80570129250018,0.392387558017038,4.60183116311189,0,0,TRUE,bacteria,proteobacteria,betaproteobacteria,rhodocyclales,rhodocyclaceae,zoogloea,zoogloea sp.,.clusterstable M,early,OTU,sC_vs_sM
1093,OTU_311,-0.280750359735569,0.216865530348431,-1.29458268118726,0,0,TRUE,bacteria,spirochaetes,spirochaetia,spirochaetales,spirochaetaceae,spirochaeta,spirochaeta spp.,.clusterstable M,early,OTU,sC_vs_sM
1094,OTU_316,0.264187925784825,0.173782307147994,1.52022337670912,0,0,TRUE,bacteria,proteobacteria,alphaproteobacteria,rhodospirillales,acetobacteraceae,acetobacter,acetobacter spp.,.clusterstable M,early,OTU,sC_vs_sM
1095,OTU_328,0.331765443802852,0.18629026602329,1.78090595330072,0,0,TRUE,bacteria,proteobacteria,alphaproteobacteria,rhizobiales,bradyrhizobiaceae,bradyrhizobium,bradyrhizobium sp.,.clusterstable M,early,OTU,sC_vs_sM
1096,OTU_329,0.416903047763851,0.257531248368022,1.61884451073712,0,0,TRUE,bacteria,proteobacteria,alphaproteobacteria,rhizobiales,hyphomicrobiaceae,ancalomicrobium,ancalomicrobium spp.,.clusterstable M,early,OTU,sC_vs_sM
1097,OTU_33,2.06596597790934,0.363859987704212,5.67791471369145,1.36346661281626e-08,5.63111711093117e-06,TRUE,bacteria,proteobacteria,betaproteobacteria,burkholderiales,comamonadaceae,acidovorax,acidovorax spp.,.clusterstable M,early,OTU,sC_vs_sM
1098,OTU_345,0.37971245587815,0.154740357357974,2.45386828854045,0,0,TRUE,bacteria,bacteroidetes,bacteroidia,bacteroidales,porphyromonadaceae,barnesiella,barnesiella viscericola,.clusterstable M,early,OTU,sC_vs_sM
1099,OTU_353,-0.280750359735569,0.227717536794192,-1.23288862020893,0,0,TRUE,bacteria,spirochaetes,spirochaetia,spirochaetales,spirochaetaceae,spirochaeta,spirochaeta spp.,.clusterstable M,early,OTU,sC_vs_sM
1100,OTU_367,0.264187925784825,0.0988351762070727,2.67301517459044,0,0,TRUE,bacteria,proteobacteria,alphaproteobacteria,rhodospirillales,rhodospirillaceae,magnetospirillum,magnetospirillum sp.,.clusterstable M,early,OTU,sC_vs_sM
1101,OTU_38,1.26276535030282,0.29357249588739,4.30137484945865,0,0,TRUE,bacteria,proteobacteria,betaproteobacteria,burkholderiales,alcaligenaceae,bordetella,bordetella hinzii,.clusterstable M,early,OTU,sC_vs_sM
1102,OTU_386,0.79386356417615,0.249533403352576,3.18139196400278,0,0,TRUE,bacteria,verrucomicrobia,opitutae,opitutales,opitutaceae,opitutus,opitutus spp.,.clusterstable M,early,OTU,sC_vs_sM
1103,OTU_387,0.37971245587815,0.212941738690033,1.78317533337546,0,0,TRUE,bacteria,proteobacteria,alphaproteobacteria,rhizobiales,methylocystaceae,pleomorphomonas,pleomorphomonas oryzae,.clusterstable M,early,OTU,sC_vs_sM
1104,OTU_39,1.393670760196,0.214439483677908,6.49913316471754,8.07841310877348e-11,3.36061985324977e-08,TRUE,bacteria,proteobacteria,alphaproteobacteria,rhizobiales,methylocystaceae,pleomorphomonas,pleomorphomonas sp.,.clusterstable M,early,OTU,sC_vs_sM
1105,OTU_394,-0.164903185990379,0.153320718896601,-1.07554404373482,0,0,TRUE,bacteria,spirochaetes,spirochaetia,spirochaetales,spirochaetaceae,spirochaeta,spirochaeta spp.,.clusterstable M,early,OTU,sC_vs_sM
1106,OTU_412,0.447289973896177,0.220799422588839,2.02577510689009,0,0,TRUE,bacteria,proteobacteria,alphaproteobacteria,rhodospirillales,rhodospirillaceae,magnetospirillum,magnetospirillum sp.,.clusterstable M,early,OTU,sC_vs_sM
1107,OTU_417,1.25012278563952,0.30337968817341,4.1206541979335,3.77798112983736e-05,0.0149230254628576,TRUE,bacteria,proteobacteria,alphaproteobacteria,rhizobiales,bradyrhizobiaceae,rhodoblastus,rhodoblastus acidophilus,.clusterstable M,early,OTU,sC_vs_sM
1108,OTU_428,-0.263924211784657,0.162483920558711,-1.62430972170746,0,0,TRUE,bacteria,bacteroidetes,bacteroidia,bacteroidales,bacteroidaceae,bacteroides,bacteroides spp.,.clusterstable M,early,OTU,sC_vs_sM
1109,OTU_429,1.48206737955051,0.276855221194198,5.35322170612387,8.64018772897627e-08,3.54247696888027e-05,TRUE,bacteria,proteobacteria,alphaproteobacteria,rhizobiales,bradyrhizobiaceae,rhodoblastus,rhodoblastus acidophilus,.clusterstable M,early,OTU,sC_vs_sM
1110,OTU_43,-1.39824246394833,0.630078783816172,-2.21915496897015,0,0,TRUE,bacteria,proteobacteria,deltaproteobacteria,desulfovibrionales,desulfovibrionaceae,desulfovibrio,desulfovibrio mexicanus,.clusterstable M,early,OTU,sC_vs_sM
1111,OTU_434,0.264187925784825,0.216814863840341,1.2184954532424,0,0,TRUE,bacteria,proteobacteria,alphaproteobacteria,rhodospirillales,rhodospirillaceae,phaeospirillum,phaeospirillum sp.,.clusterstable M,early,OTU,sC_vs_sM
1112,OTU_443,-0.708712113100425,0.247785860174026,-2.8601798044597,0,0,TRUE,bacteria,spirochaetes,spirochaetia,spirochaetales,spirochaetaceae,spirochaeta,spirochaeta spp.,.clusterstable M,early,OTU,sC_vs_sM
1113,OTU_448,0.514867491914204,0.231799581012317,2.22117524831438,0,0,TRUE,bacteria,proteobacteria,alphaproteobacteria,rhodospirillales,rhodospirillaceae,magnetospirillum,magnetospirillum sp.,.clusterstable M,early,OTU,sC_vs_sM
1114,OTU_460,1.11551593248603,0.249673745959824,4.46789440434611,7.89932797600651e-06,0.0031597311904026,TRUE,bacteria,verrucomicrobia,opitutae,opitutales,opitutaceae,opitutus,opitutus spp.,.clusterstable M,early,OTU,sC_vs_sM
1115,OTU_461,-0.321847798657252,0.194031059016291,-1.65874370984198,0,0,TRUE,bacteria,bacteroidetes,bacteroidia,bacteroidales,porphyromonadaceae,paludibacter,paludibacter propionicigenes,.clusterstable M,early,OTU,sC_vs_sM
1116,OTU_478,0.264187925784825,0.0988351762070727,2.67301517459044,0,0,TRUE,bacteria,proteobacteria,alphaproteobacteria,rhizobiales,methylocystaceae,pleomorphomonas,pleomorphomonas oryzae,.clusterstable M,early,OTU,sC_vs_sM
1117,OTU_484,0.61681541260618,0.146359504396198,4.2143857698264,2.50458875091727e-05,0.00991817145363239,TRUE,bacteria,verrucomicrobia,opitutae,opitutales,opitutaceae,opitutus,opitutus spp.,.clusterstable M,early,OTU,sC_vs_sM
1118,OTU_497,0.264187925784825,0.165678340839438,1.59458336223233,0,0,TRUE,bacteria,proteobacteria,alphaproteobacteria,rhodospirillales,rhodospirillaceae,magnetospirillum,magnetospirillum sp.,.clusterstable M,early,OTU,sC_vs_sM
1119,OTU_5,1.60662359043158,0.284634651564779,5.64451159266507,1.65650820279103e-08,6.82481379549905e-06,TRUE,bacteria,proteobacteria,alphaproteobacteria,rhizobiales,bradyrhizobiaceae,rhodoblastus,rhodoblastus acidophilus,.clusterstable M,early,OTU,sC_vs_sM
1120,OTU_500,1.20316206375905,0.246597703018035,4.8790481380561,1.06599046639493e-06,0.000430660148423553,TRUE,bacteria,bacteroidetes,cytophagia,cytophagales,cytophagaceae,pontibacter,pontibacter spp.,.clusterstable M,early,OTU,sC_vs_sM
1121,OTU_51,1.38262808576341,0.205587755865032,6.72524528489483,1.75296891020027e-11,7.30988035553511e-09,TRUE,bacteria,bacteroidetes,cytophagia,cytophagales,cytophagaceae,pontibacter,pontibacter spp.,.clusterstable M,early,OTU,sC_vs_sM
1122,OTU_538,0.264187925784825,0.172828249310847,1.52861541350025,0,0,TRUE,bacteria,proteobacteria,alphaproteobacteria,rhizobiales,methylocystaceae,pleomorphomonas,pleomorphomonas oryzae,.clusterstable M,early,OTU,sC_vs_sM
1123,OTU_539,0.37971245587815,0.203672082311026,1.86433236980557,0,0,TRUE,bacteria,proteobacteria,alphaproteobacteria,rhizobiales,methylocystaceae,pleomorphomonas,pleomorphomonas oryzae,.clusterstable M,early,OTU,sC_vs_sM
1124,OTU_543,1.32348541006702,0.15488106700151,8.54517234216957,1.28344598983615e-17,5.37763869741348e-15,TRUE,bacteria,proteobacteria,alphaproteobacteria,rhizobiales,beijerinckiaceae,beijerinckia,beijerinckia spp.,.clusterstable M,early,OTU,sC_vs_sM
1125,OTU_544,-0.164903185990379,0.144533316759951,-1.14093545825327,0,0,TRUE,bacteria,proteobacteria,alphaproteobacteria,rhizobiales,methylocystaceae,pleomorphomonas,pleomorphomonas oryzae,.clusterstable M,early,OTU,sC_vs_sM
1126,OTU_567,0.983612541816115,0.162218573904382,6.063501349703,1.33189663617254e-09,5.52737104011603e-07,TRUE,bacteria,proteobacteria,alphaproteobacteria,rhizobiales,methylocystaceae,pleomorphomonas,pleomorphomonas oryzae,.clusterstable M,early,OTU,sC_vs_sM
